	Threshold	Precision	Recall	f1_score
0.0	0.4012048542499542	0.9419847328244275	0.7319098457888493	0.8237650200267023
1.0	0.40391093492507935	0.9418960244648318	0.7315914489311164	0.8235294117647058
2.0	0.40431514382362366	0.9418070444104135	0.7304038004750594	0.822742474916388
3.0	0.4076601564884186	0.941717791411043	0.7292161520190024	0.821954484605087
4.0	0.40992918610572815	0.9416282642089093	0.7288941736028538	0.82171581769437
5.0	0.41053178906440735	0.9415384615384615	0.7294398092967819	0.822028206850235
6.0	0.41092097759246826	0.9414483821263482	0.7282479141835518	0.8212365591397849
7.0	0.41140076518058777	0.941358024691358	0.7270560190703218	0.8204438466711499
8.0	0.41194990277290344	0.9412673879443586	0.7275985663082437	0.820754716981132
9.0	0.4120401442050934	0.9411764705882353	0.7272727272727273	0.8205128205128205
10.0	0.41403305530548096	0.9410852713178295	0.7260765550239234	0.8197164078325456
11.0	0.41454339027404785	0.9409937888198758	0.7248803827751196	0.818918918918919
12.0	0.4149135947227478	0.9409020217729394	0.7254196642685852	0.8192281651997293
13.0	0.41576191782951355	0.940809968847352	0.7242206235011991	0.8184281842818428
14.0	0.4166114330291748	0.9407176287051482	0.7230215827338129	0.8176271186440678
15.0	0.4172866642475128	0.9421875	0.7247596153846154	0.8192934782608696
16.0	0.41837021708488464	0.9420970266040689	0.7235576923076923	0.8184908225696804
17.0	0.4183958172798157	0.9420062695924765	0.7232250300842359	0.8182437031994555
18.0	0.420710027217865	0.9419152276295133	0.7220216606498195	0.8174386920980926
19.0	0.42346903681755066	0.9433962264150944	0.7228915662650602	0.8185538881309687
20.0	0.42387837171554565	0.9433070866141732	0.7225572979493365	0.8183060109289617
21.0	0.42484012246131897	0.943217665615142	0.721351025331725	0.8174982911825018
22.0	0.42656248807907104	0.943127962085308	0.7210144927536232	0.8172484599589321
23.0	0.4269660711288452	0.9430379746835443	0.720677146311971	0.8169979437971214
24.0	0.42863574624061584	0.9429477020602218	0.7194679564691656	0.8161865569272976
25.0	0.42971140146255493	0.9428571428571428	0.7191283292978208	0.8159340659340659
26.0	0.43024110794067383	0.9427662957074722	0.7196601941747572	0.8162422573984859
27.0	0.43173834681510925	0.9426751592356688	0.7201946472019465	0.8165517241379311
28.0	0.43176770210266113	0.9425837320574163	0.718978102189781	0.815734989648033
29.0	0.4320288300514221	0.9424920127795527	0.7186358099878197	0.8154803040774015
30.0	0.43230167031288147	0.944	0.7186358099878197	0.8160442600276625
31.0	0.4323321580886841	0.9439102564102564	0.7174177831912302	0.8152249134948096
32.0	0.4338812232017517	0.9438202247191011	0.7161997563946407	0.814404432132964
33.0	0.43439510464668274	0.9437299035369775	0.7149817295980512	0.8135828135828136
34.0	0.434910386800766	0.9436392914653784	0.7137637028014616	0.8127600554785022
35.0	0.4366411566734314	0.9435483870967742	0.7125456760048721	0.8119361554476059
36.0	0.43672019243240356	0.9450726978998385	0.7125456760048721	0.8125
37.0	0.4370538890361786	0.9449838187702265	0.7113276492082826	0.8116747741487145
38.0	0.4379969537258148	0.9448946515397083	0.7101096224116931	0.8108484005563281
39.0	0.43952271342277527	0.9448051948051948	0.7097560975609756	0.8105849582172701
40.0	0.4430943727493286	0.9447154471544715	0.7102689486552567	0.8108862526168876
41.0	0.4433189630508423	0.9446254071661238	0.7090464547677262	0.8100558659217877
42.0	0.4446016550064087	0.9445350734094616	0.7078239608801956	0.8092243186582809
43.0	0.4473126530647278	0.9444444444444444	0.7083333333333334	0.8095238095238096
44.0	0.44823306798934937	0.9443535188216039	0.7071078431372549	0.8086895585143659
45.0	0.4493557810783386	0.9442622950819672	0.7058823529411765	0.8078541374474054
46.0	0.4497150778770447	0.9441707717569786	0.7046568627450981	0.8070175438596491
47.0	0.45392945408821106	0.944078947368421	0.7034313725490197	0.806179775280899
48.0	0.45526862144470215	0.9456342668863262	0.7042944785276074	0.8073136427566808
49.0	0.45656001567840576	0.9455445544554455	0.7030674846625767	0.8064743138634766
50.0	0.4565855860710144	0.9454545454545454	0.7035670356703567	0.8067700987306065
51.0	0.4577520489692688	0.945364238410596	0.7023370233702337	0.8059280169371913
52.0	0.458502858877182	0.945273631840796	0.7019704433497537	0.8056537102473499
53.0	0.4610198438167572	0.9451827242524917	0.7024691358024692	0.8059490084985838
54.0	0.464041531085968	0.9450915141430949	0.7012345679012346	0.8051027639971652
55.0	0.46565142273902893	0.945	0.7017326732673267	0.8053977272727273
56.0	0.46578115224838257	0.9449081803005008	0.701363073110285	0.8051209103840683
57.0	0.4698837697505951	0.9448160535117057	0.7001239157372986	0.8042704626334519
58.0	0.47120341658592224	0.9447236180904522	0.6988847583643123	0.8034188034188033
59.0	0.47167912125587463	0.9446308724832215	0.6993788819875777	0.8037116345467523
60.0	0.472099632024765	0.9445378151260504	0.6998754669987547	0.8040057224606582
61.0	0.4726220667362213	0.9444444444444444	0.700374531835206	0.8043010752688172
62.0	0.47277164459228516	0.9443507588532883	0.6991260923845194	0.8034433285509326
63.0	0.4729892909526825	0.9442567567567568	0.6978776529338327	0.8025843503230439
64.0	0.47314536571502686	0.9441624365482234	0.6975	0.8023005032350826
65.0	0.47334834933280945	0.9440677966101695	0.69625	0.8014388489208634
66.0	0.47373640537261963	0.9439728353140917	0.695	0.8005759539236861
67.0	0.4746818244457245	0.9438775510204082	0.69375	0.7997118155619597
68.0	0.4753645658493042	0.9437819420783645	0.6925	0.798846431146359
69.0	0.47779613733291626	0.9436860068259386	0.6921151439299124	0.7985559566787004
70.0	0.4803919494152069	0.9435897435897436	0.6917293233082706	0.7982646420824294
71.0	0.4850326180458069	0.9434931506849316	0.6904761904761905	0.7973950795947902
72.0	0.48977482318878174	0.9433962264150944	0.6892230576441103	0.7965242577842143
73.0	0.4910128712654114	0.9432989690721649	0.6896984924623115	0.7968069666182873
74.0	0.4911768138408661	0.9432013769363167	0.6884422110552764	0.7959331880900509
75.0	0.4916152358055115	0.9431034482758621	0.6880503144654088	0.7956363636363636
76.0	0.4942358732223511	0.9430051813471503	0.6867924528301886	0.7947598253275108
77.0	0.49708497524261475	0.9429065743944637	0.6855345911949685	0.7938820101966496
78.0	0.49840790033340454	0.9428076256499134	0.6842767295597484	0.793002915451895
79.0	0.498803049325943	0.9427083333333334	0.6830188679245283	0.7921225382932165
80.0	0.5024159550666809	0.9426086956521739	0.6834804539722572	0.7923976608187134
81.0	0.5048024654388428	0.9425087108013938	0.6830808080808081	0.7920937042459737
82.0	0.5052396655082703	0.944153577661431	0.6830808080808081	0.7926739926739926
83.0	0.5088688731193542	0.9440559440559441	0.6818181818181818	0.7917888563049854
84.0	0.5091206431388855	0.9439579684763573	0.6814159292035398	0.7914831130690161
85.0	0.5102887749671936	0.9438596491228071	0.6801517067003793	0.7905951506245409
86.0	0.5107948184013367	0.9437609841827768	0.6788874841972187	0.789705882352941
87.0	0.5117365717887878	0.9436619718309859	0.6776232616940582	0.7888153053715967
88.0	0.514121413230896	0.9435626102292769	0.6772151898734177	0.7885040530582166
89.0	0.5161172151565552	0.9434628975265018	0.6759493670886076	0.7876106194690267
90.0	0.5167070627212524	0.9433628318584071	0.6763959390862944	0.7878787878787878
91.0	0.5169349908828735	0.9450354609929078	0.6763959390862944	0.7884615384615385
92.0	0.5199283957481384	0.9449378330373002	0.6759847522236341	0.7881481481481483
93.0	0.5200536251068115	0.9448398576512456	0.6755725190839694	0.787833827893175
94.0	0.5236632823944092	0.9447415329768271	0.6760204081632653	0.7881040892193307
95.0	0.5239052772521973	0.9446428571428571	0.6756066411238825	0.7877885331347727
96.0	0.5240046381950378	0.9445438282647585	0.6751918158567775	0.7874720357941835
97.0	0.5245321393013	0.9444444444444444	0.6739130434782609	0.7865671641791043
98.0	0.5264031887054443	0.9443447037701975	0.6734955185659411	0.7862481315396114
99.0	0.5264537334442139	0.9442446043165468	0.6739409499358151	0.7865168539325843
100.0	0.5264912843704224	0.9441441441441442	0.6726572528883183	0.7856071964017991
101.0	0.5285643935203552	0.944043321299639	0.6722365038560412	0.7852852852852852
102.0	0.5297602415084839	0.9439421338155516	0.6709511568123393	0.7843726521412471
103.0	0.5300453901290894	0.9438405797101449	0.6705276705276705	0.7840481565086531
104.0	0.5304979085922241	0.9437386569872959	0.6692406692406693	0.7831325301204819
105.0	0.5312886238098145	0.9436363636363636	0.667953667953668	0.7822155237377543
106.0	0.5338261127471924	0.9435336976320583	0.6666666666666666	0.7812971342383107
107.0	0.5349918007850647	0.9434306569343066	0.6662371134020618	0.7809667673716012
108.0	0.5352795720100403	0.943327239488117	0.6649484536082474	0.7800453514739228
109.0	0.536652684211731	0.9432234432234432	0.6645161290322581	0.7797123391370174
110.0	0.5367482304573059	0.9431192660550459	0.6640826873385013	0.7793783169067475
111.0	0.5367599725723267	0.9430147058823529	0.6645077720207254	0.7796352583586627
112.0	0.5380544662475586	0.9429097605893186	0.6640726329442282	0.7792998477929983
113.0	0.5421380400657654	0.9428044280442804	0.6627756160830091	0.7783701447067783
114.0	0.5432708263397217	0.9426987060998152	0.6631989596879063	0.7786259541984732
115.0	0.5436034202575684	0.9425925925925925	0.6618985695708712	0.7776928953399541
116.0	0.5451394319534302	0.9424860853432282	0.6605981794538361	0.7767584097859328
117.0	0.5457286834716797	0.9423791821561338	0.6610169491525424	0.7770114942528736
118.0	0.5464658141136169	0.9422718808193669	0.660574412532637	0.7766692248656946
119.0	0.5471639037132263	0.9421641791044776	0.6592689295039165	0.7757296466973888
120.0	0.5474785566329956	0.9420560747663551	0.6579634464751958	0.7747886241352805
121.0	0.5488629341125488	0.9419475655430711	0.6583769633507853	0.7750385208012327
122.0	0.5508302450180054	0.9418386491557224	0.6587926509186351	0.7752895752895753
123.0	0.5529640913009644	0.9417293233082706	0.6583442838370565	0.7749419953596287
124.0	0.5536414980888367	0.9416195856873822	0.6578947368421053	0.7745933384972888
125.0	0.554593026638031	0.9415094339622642	0.658311345646438	0.7748447204968943
126.0	0.5583118796348572	0.941398865784499	0.6569920844327177	0.7738927738927739
127.0	0.5584876537322998	0.9412878787878788	0.6574074074074074	0.7741433021806853
128.0	0.5588779449462891	0.9411764705882353	0.656084656084656	0.7731878409976617
129.0	0.5622695684432983	0.94106463878327	0.6556291390728477	0.7728337236533959
130.0	0.5671702027320862	0.9428571428571428	0.6556291390728477	0.7734374999999999
131.0	0.5672179460525513	0.9427480916030534	0.6543046357615894	0.7724784988272086
132.0	0.567353367805481	0.9426386233269598	0.6529801324503312	0.7715179968701096
133.0	0.5675040483474731	0.9425287356321839	0.6516556291390728	0.7705559906029757
