	Threshold	Precision	Recall	f1_score
89.0	0.6889710426330566	0.9610027855153204	0.8539603960396039	0.9043250327653997
90.0	0.6902704238891602	0.9608938547486033	0.8535980148883374	0.9040735873850198
91.0	0.6910414695739746	0.9607843137254902	0.8532338308457711	0.9038208168642952
92.0	0.6926414370536804	0.9606741573033708	0.8507462686567164	0.9023746701846965
93.0	0.6952750086784363	0.9605633802816902	0.8503740648379052	0.9021164021164022
94.0	0.69538813829422	0.96045197740113	0.85	0.9018567639257294
95.0	0.6954131722450256	0.9603399433427762	0.849624060150376	0.9015957446808511
96.0	0.695932924747467	0.9602272727272727	0.8492462311557789	0.9013333333333334
97.0	0.6963456869125366	0.9629629629629629	0.8513853904282116	0.9037433155080214
98.0	0.6964614987373352	0.9628571428571429	0.851010101010101	0.9034852546916889
99.0	0.6977211236953735	0.9627507163323782	0.850632911392405	0.9032258064516129
100.0	0.697858989238739	0.9626436781609196	0.850253807106599	0.9029649595687331
101.0	0.6978676915168762	0.962536023054755	0.8498727735368957	0.9027027027027027
102.0	0.7016251087188721	0.9624277456647399	0.8494897959183674	0.9024390243902439
103.0	0.7036737203598022	0.9623188405797102	0.8491048593350383	0.9021739130434783
104.0	0.7053240537643433	0.9622093023255814	0.8487179487179487	0.9019073569482289
105.0	0.7055034041404724	0.9620991253644315	0.8483290488431876	0.9016393442622951
106.0	0.7069002985954285	0.9619883040935673	0.8457583547557841	0.9001367989056088
107.0	0.7072364687919617	0.9618768328445748	0.845360824742268	0.8998628257887517
108.0	0.7103250622749329	0.961764705882353	0.8449612403100775	0.8995873452544704
109.0	0.7108402848243713	0.9616519174041298	0.8423772609819121	0.8980716253443527
110.0	0.7124123573303223	0.9615384615384616	0.8397932816537468	0.8965517241379309
111.0	0.7139374017715454	0.9614243323442137	0.8393782383419689	0.896265560165975
112.0	0.7216401100158691	0.9613095238095238	0.8367875647668394	0.8947368421052632
113.0	0.7266876101493835	0.9611940298507463	0.8363636363636363	0.8944444444444445
114.0	0.7288873195648193	0.9610778443113772	0.8359375	0.894150417827298
115.0	0.7299417853355408	0.960960960960961	0.835509138381201	0.893854748603352
116.0	0.7319410443305969	0.9608433734939759	0.8350785340314136	0.8935574229691877
117.0	0.7322299480438232	0.9607250755287009	0.8346456692913385	0.893258426966292
118.0	0.7322577238082886	0.9606060606060606	0.8342105263157895	0.8929577464788733
119.0	0.7324213981628418	0.9604863221884499	0.8315789473684211	0.8913963328631875
120.0	0.7347700595855713	0.9603658536585366	0.8311345646437994	0.8910891089108911
121.0	0.7407490611076355	0.9602446483180428	0.8306878306878307	0.8907801418439717
122.0	0.7407914400100708	0.9601226993865031	0.830238726790451	0.8904694167852063
123.0	0.7424952983856201	0.96	0.8297872340425532	0.8901569186875892
124.0	0.7433004975318909	0.9629629629629629	0.832	0.8927038626609441
125.0	0.7441911697387695	0.9628482972136223	0.8315508021390374	0.8923959827833572
126.0	0.7445977926254272	0.9627329192546584	0.8310991957104558	0.8920863309352518
127.0	0.7463566064834595	0.9626168224299065	0.8306451612903226	0.8917748917748919
128.0	0.7469800114631653	0.9625	0.8301886792452831	0.8914616497829233
129.0	0.7472354769706726	0.9623824451410659	0.8297297297297297	0.8911465892597968
130.0	0.7477537989616394	0.9622641509433962	0.8292682926829268	0.8908296943231442
131.0	0.7482761740684509	0.9621451104100947	0.8288043478260869	0.8905109489051094
132.0	0.749101996421814	0.9620253164556962	0.8260869565217391	0.888888888888889
133.0	0.7497368454933167	0.9619047619047619	0.8278688524590164	0.8898678414096917
134.0	0.7511979937553406	0.9617834394904459	0.8273972602739726	0.8895434462444772
135.0	0.7528975009918213	0.9616613418530351	0.8269230769230769	0.8892171344165436
136.0	0.7537345886230469	0.9615384615384616	0.8264462809917356	0.8888888888888888
137.0	0.7544499039649963	0.9614147909967846	0.8259668508287292	0.888558692421991
138.0	0.7549792528152466	0.9612903225806452	0.8254847645429363	0.8882265275707898
139.0	0.7578495144844055	0.9644012944983819	0.8277777777777777	0.8908819133034379
140.0	0.758516252040863	0.9642857142857143	0.8272980501392758	0.8905547226386807
141.0	0.7591077089309692	0.9641693811074918	0.8268156424581006	0.8902255639097745
142.0	0.761263370513916	0.9640522875816994	0.8263305322128851	0.8898944193061841
143.0	0.7629596590995789	0.9639344262295082	0.8258426966292135	0.8895612708018155
144.0	0.7636809945106506	0.9638157894736842	0.8253521126760563	0.889226100151745
145.0	0.7643581032752991	0.9636963696369637	0.8248587570621468	0.888888888888889
146.0	0.7657605409622192	0.9635761589403974	0.8243626062322946	0.8885496183206107
147.0	0.7688826322555542	0.9634551495016611	0.8238636363636364	0.888208269525268
148.0	0.7736172676086426	0.9633333333333334	0.8233618233618234	0.8878648233486943
149.0	0.7750260233879089	0.9632107023411371	0.8228571428571428	0.8875192604006165
150.0	0.7750398516654968	0.9630872483221476	0.8223495702005731	0.8871715610510046
151.0	0.779393196105957	0.9629629629629629	0.8218390804597702	0.8868217054263566
152.0	0.7795765399932861	0.9662162162162162	0.8242074927953891	0.8895800933125972
153.0	0.781403124332428	0.9661016949152542	0.8236994219653179	0.8892355694227769
154.0	0.781817615032196	0.9659863945578231	0.8231884057971014	0.8888888888888888
155.0	0.7852974534034729	0.9658703071672355	0.8226744186046512	0.8885400313971743
156.0	0.7864671349525452	0.9657534246575342	0.8221574344023324	0.8881889763779528
157.0	0.7869260311126709	0.9656357388316151	0.8216374269005848	0.8878357030015799
158.0	0.7895042300224304	0.9655172413793104	0.8211143695014663	0.8874801901743264
159.0	0.7901875972747803	0.9653979238754326	0.8181818181818182	0.8857142857142858
160.0	0.7911075949668884	0.9652777777777778	0.8176470588235294	0.8853503184713375
161.0	0.7923995852470398	0.9651567944250871	0.8171091445427728	0.8849840255591054
162.0	0.7932896018028259	0.965034965034965	0.8165680473372781	0.8846153846153846
163.0	0.7948524355888367	0.9649122807017544	0.8160237388724035	0.8842443729903536
164.0	0.7958688735961914	0.9647887323943662	0.8154761904761905	0.8838709677419355
165.0	0.7964541912078857	0.9646643109540636	0.8149253731343283	0.883495145631068
166.0	0.797430157661438	0.9645390070921985	0.8119402985074626	0.8816855753646676
167.0	0.7987552881240845	0.9644128113879004	0.811377245508982	0.88130081300813
168.0	0.8002216219902039	0.9642857142857143	0.8108108108108109	0.8809135399673736
169.0	0.8002472519874573	0.96415770609319	0.8102409638554217	0.8805237315875613
170.0	0.8010203242301941	0.9640287769784173	0.8096676737160121	0.8801313628899835
171.0	0.8016163110733032	0.9638989169675091	0.8090909090909091	0.8797364085667216
172.0	0.8025208115577698	0.9637681159420289	0.8085106382978723	0.8793388429752065
173.0	0.8052085638046265	0.9672727272727273	0.8109756097560976	0.8822553897180764
174.0	0.806714653968811	0.9671532846715328	0.8103975535168195	0.8818635607321131
175.0	0.8070477247238159	0.967032967032967	0.8098159509202454	0.8814691151919867
176.0	0.8079636693000793	0.9669117647058824	0.8067484662576687	0.8795986622073579
177.0	0.8093063235282898	0.966789667896679	0.8061538461538461	0.8791946308724832
178.0	0.8095425963401794	0.9666666666666667	0.8055555555555556	0.8787878787878789
179.0	0.8098994493484497	0.966542750929368	0.8024691358024691	0.8768971332209106
180.0	0.8103688359260559	0.9664179104477612	0.8018575851393189	0.8764805414551607
181.0	0.8115150928497314	0.9662921348314607	0.8012422360248447	0.8760611205432937
182.0	0.8115741610527039	0.9661654135338346	0.7981366459627329	0.8741496598639455
183.0	0.8119416236877441	0.9660377358490566	0.7975077881619937	0.8737201365187713
184.0	0.8119658827781677	0.9659090909090909	0.796875	0.8732876712328769
185.0	0.8123073577880859	0.9657794676806084	0.7962382445141066	0.872852233676976
186.0	0.813267171382904	0.9656488549618321	0.7955974842767296	0.8724137931034484
187.0	0.8158491849899292	0.9655172413793104	0.7949526813880127	0.8719723183391004
188.0	0.8163171410560608	0.9653846153846154	0.7943037974683544	0.8715277777777779
189.0	0.8164193034172058	0.9652509652509652	0.7936507936507936	0.8710801393728224
190.0	0.8170703649520874	0.9651162790697675	0.7929936305732485	0.8706293706293706
191.0	0.8173267841339111	0.9649805447470817	0.792332268370607	0.8701754385964912
192.0	0.8185545802116394	0.96484375	0.7916666666666666	0.869718309859155
193.0	0.8187112808227539	0.9647058823529412	0.7909967845659164	0.8692579505300353
194.0	0.8190958499908447	0.9645669291338582	0.7903225806451613	0.8687943262411348
195.0	0.8202089667320251	0.9644268774703557	0.7896440129449838	0.8683274021352313
196.0	0.8205980062484741	0.9642857142857143	0.788961038961039	0.8678571428571429
197.0	0.821969211101532	0.9641434262948207	0.7882736156351792	0.867383512544803
198.0	0.8220490217208862	0.968	0.7908496732026143	0.8705035971223022
199.0	0.822158932685852	0.9678714859437751	0.7901639344262295	0.8700361010830324
200.0	0.822939932346344	0.967741935483871	0.7894736842105263	0.8695652173913043
201.0	0.8255963325500488	0.9676113360323887	0.7887788778877888	0.869090909090909
202.0	0.8256621956825256	0.967479674796748	0.7880794701986755	0.8686131386861314
203.0	0.8257208466529846	0.9673469387755103	0.7873754152823921	0.8681318681318683
204.0	0.828117311000824	0.9672131147540983	0.7866666666666666	0.8676470588235293
205.0	0.8281809687614441	0.9670781893004116	0.7859531772575251	0.8671586715867159
206.0	0.8283637166023254	0.9669421487603306	0.785234899328859	0.8666666666666667
207.0	0.8299541473388672	0.966804979253112	0.7845117845117845	0.866171003717472
208.0	0.8307458162307739	0.9666666666666667	0.7837837837837838	0.8656716417910447
209.0	0.8317679166793823	0.9665271966527197	0.7830508474576271	0.8651685393258427
210.0	0.8324711918830872	0.9663865546218487	0.782312925170068	0.8646616541353385
211.0	0.8328235149383545	0.9662447257383966	0.7815699658703071	0.8641509433962264
212.0	0.8349326252937317	0.9661016949152542	0.7808219178082192	0.8636363636363635
213.0	0.8354367017745972	0.9659574468085106	0.7800687285223368	0.8631178707224334
214.0	0.8355383276939392	0.9658119658119658	0.7793103448275862	0.8625954198473282
215.0	0.8357398509979248	0.9656652360515021	0.7785467128027682	0.8620689655172414
216.0	0.8359434008598328	0.9655172413793104	0.7777777777777778	0.8615384615384615
217.0	0.8359658122062683	0.9653679653679653	0.7770034843205574	0.861003861003861
218.0	0.8387168645858765	0.9652173913043478	0.7762237762237763	0.8604651162790697
219.0	0.8403900861740112	0.9650655021834061	0.775438596491228	0.8599221789883268
220.0	0.8404520153999329	0.9649122807017544	0.7746478873239436	0.859375
221.0	0.8413876891136169	0.9647577092511013	0.7711267605633803	0.8571428571428571
222.0	0.8425425887107849	0.9646017699115044	0.7703180212014135	0.8565815324165029
223.0	0.8447734117507935	0.9644444444444444	0.7695035460992907	0.8560157790927021
224.0	0.8468196392059326	0.9642857142857143	0.7686832740213523	0.8554455445544554
225.0	0.8479056358337402	0.9641255605381166	0.7678571428571429	0.8548707753479126
226.0	0.8500441312789917	0.963963963963964	0.7670250896057348	0.8542914171656687
227.0	0.8509247899055481	0.9638009049773756	0.7661870503597122	0.8537074148296593
228.0	0.8527576327323914	0.9636363636363636	0.7653429602888087	0.8531187122736419
229.0	0.8534322381019592	0.9634703196347032	0.7617328519855595	0.8508064516129031
230.0	0.8555816411972046	0.963302752293578	0.7608695652173914	0.8502024291497976
231.0	0.8565420508384705	0.9631336405529954	0.76	0.8495934959349595
232.0	0.8583328127861023	0.9629629629629629	0.7591240875912408	0.8489795918367348
233.0	0.8587300181388855	0.9627906976744186	0.7582417582417582	0.8483606557377049
234.0	0.8598413467407227	0.9626168224299065	0.7573529411764706	0.8477366255144032
235.0	0.8614630699157715	0.9624413145539906	0.7536764705882353	0.8453608247422679
236.0	0.8638318777084351	0.9622641509433962	0.7527675276752768	0.84472049689441
237.0	0.863952100276947	0.9620853080568721	0.7518518518518519	0.844074844074844
238.0	0.864910364151001	0.9619047619047619	0.7509293680297398	0.8434237995824635
239.0	0.8672484755516052	0.9617224880382775	0.75	0.8427672955974843
240.0	0.8674668669700623	0.9615384615384616	0.7490636704119851	0.8421052631578947
241.0	0.8687483668327332	0.961352657004831	0.7481203007518797	0.8414376321353066
242.0	0.8687856793403625	0.9611650485436893	0.7471698113207547	0.840764331210191
243.0	0.8692129850387573	0.9609756097560975	0.7462121212121212	0.8400852878464818
244.0	0.8704278469085693	0.9607843137254902	0.7452471482889734	0.8394004282655247
245.0	0.870821475982666	0.9605911330049262	0.7442748091603053	0.8387096774193549
246.0	0.8716473579406738	0.9603960396039604	0.7432950191570882	0.838012958963283
247.0	0.8731897473335266	0.9601990049751243	0.7423076923076923	0.8373101952277657
248.0	0.8737861514091492	0.96	0.7413127413127413	0.8366013071895425
249.0	0.8750588297843933	0.9597989949748744	0.7374517374517374	0.8340611353711791
250.0	0.8771117329597473	0.9595959595959596	0.7364341085271318	0.8333333333333334
251.0	0.8781104683876038	0.9593908629441624	0.7354085603112841	0.8325991189427313
252.0	0.8800994157791138	0.9591836734693877	0.7315175097276264	0.8300220750551875
253.0	0.8803620934486389	0.958974358974359	0.73046875	0.8292682926829268
254.0	0.8828867077827454	0.9587628865979382	0.7294117647058823	0.8285077951002227
255.0	0.8829182386398315	0.9585492227979274	0.7283464566929134	0.8277404921700224
256.0	0.8856883645057678	0.9583333333333334	0.7272727272727273	0.8269662921348315
257.0	0.8866705298423767	0.9581151832460733	0.7233201581027668	0.8243243243243243
258.0	0.8877682089805603	0.9578947368421052	0.7222222222222222	0.8235294117647058
259.0	0.8890042901039124	0.9576719576719577	0.7211155378486056	0.8227272727272728
260.0	0.8911944627761841	0.9574468085106383	0.72	0.8219178082191781
261.0	0.8916108012199402	0.9572192513368984	0.716	0.8192219679633866
262.0	0.8917218446731567	0.956989247311828	0.714859437751004	0.8183908045977012
263.0	0.8921905159950256	0.9567567567567568	0.7137096774193549	0.8175519630484989
264.0	0.8930684328079224	0.9565217391304348	0.7125506072874493	0.8167053364269141
265.0	0.8938620686531067	0.9562841530054644	0.7113821138211383	0.8158508158508159
266.0	0.894179105758667	0.9560439560439561	0.7073170731707317	0.8130841121495328
267.0	0.8953033089637756	0.9558011049723757	0.7061224489795919	0.812206572769953
268.0	0.8955590128898621	0.9555555555555556	0.7020408163265306	0.8094117647058824
269.0	0.8958815932273865	0.9553072625698324	0.7008196721311475	0.8085106382978723
270.0	0.8958947062492371	0.9550561797752809	0.6995884773662552	0.8076009501187649
271.0	0.8961439728736877	0.9548022598870056	0.6983471074380165	0.8066825775656324
